UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07   
208035,"R",6957247,"R",19126458,"R",2725978,"R",21852436,"R",28809683,"R",2114857,"R",75101,"R",837213,"R",912314,"R",5567409,"R",5746108,"R",11313517,"R",12225831,"R",4706422,"R",13967974,"R",1138243,"R",0,"R",-1113930,"R",13992287,"R",2408495,"R",5058350,"R",20219176,"R",8763970,"R",2578405,"R",39028396,"R",19918898,"R",0,"R",16960,"R",16097367,"R",15433295,"R",664072,"R",13328215,"R",0,"R",13992287,"R",2524049,"R",737977,"R",240812,"R",0,"R",0,"R",0,"R",356434,"A",,"R",0,"A",,"R",578633,"R",4437905,"R",0,"R",4951309,"R",0,"R",4994554,"R",646399,"R",0,"R",44123,"R",8581,"R",0,"R",10644966,"R",15082871,"R",1011046,"R",3450,"R",0,"R",0,"R",1014496,"R",16097367,"R",6645689,"R",2521528,"R",0,"R",0,"R",0,"R",0,"R",1195698,"R",616225,"R",1954871,"R",960506,"R",1433275,"R",698282,"R",2157156,"R",2127381,"R",106142,"A",,"A",,"A",,"A",,"R",-80775,"R",0,"R",15433295,"R",4902683,"R",1225269,"R",1259125,"R",933300,"R",222413,"R",6890505,1 ,"R",-56668,"R",5562115,"R",3873255,"R",2033083,1 ,"R",-24107,"R",45321,"R",178473,"R",81774,"R",2116603,"R",1290530,"R",0,"R",0,"R",0,"R",1413023,"R",4820156,"R",2325000,"R",338000,"R",2663000,"R",2157156,"R",1228534,"R",944365,"R",284169,"R",11492,"R",8834,"R",2658,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1422974,"R",1371801,"R",51173,1 ,"R",7079739,"R",6808394,"R",-271345,"R",285313,"R",-333849,"R",-222809,"R",0,"R",-1188141,"R",15079780,"R",-520579,"R",28865567,"R",7558597,"R",5642510,"R",16267921
208053,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2335143,"R",0,"R",0,"R",2954723,"R",2954723,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",5289866,"Z",0,"R",1921315,"R",4907800,"R",740750,"Z",0,"Z",0,"R",0,"R",21682,"R",0,"R",7591547,"R",12881413,"A",,"A",,"A",,"R",0,"R",0,"R",12881413,"R",2807328,"R",1335525,"R",0,"R",0,"R",1541512,"R",343980,"R",186318,"R",137500,"R",724538,"R",407999,"R",2941268,"R",1562904,"R",233497,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",1,"R",8434462,"R",3787909,"R",1359982,"R",1053517,"R",1060657,"R",0,"R",1172397,2 ,"A",,"A",,"A",,"A",,2 ,"A",,"A",,"A",,"A",,"R",179815,"R",181639,"R",20041,"Z",0,"R",63308,"R",0,"R",444803,"R",211306,"R",0,"R",211306,"R",233497,"R",106391,"R",106391,"R",0,"R",29256,"R",29256,"Z",0,"R",12351,"R",12351,"Z",0,"R",63308,"R",63308,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,-2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
208275,"R",12167421,"R",47390869,"R",1496424,"R",48887293,"R",61054714,"R",6228325,"R",2311335,"R",2030084,"R",4341419,"R",19736470,"R",11060249,"R",30796719,"R",35138138,"R",10856385,"R",32188057,"R",373827,"R",0,"R",-11273368,"R",21288516,"R",1035419,"R",3285532,"R",57576137,"R",7870507,"R",60000,"R",69827595,"R",22402933,"R",0,"R",1231200,"R",32671087,"R",28945605,"R",3725482,"R",18387483,"R",-824449,"R",21288516,"R",5110006,"R",271933,"R",2476694,"R",335549,"R",214530,"R",121019,"R",224189,"A",,"R",61774,"A",,"R",569704,"R",9049849,"R",0,"R",6155874,"R",9051292,"R",6231046,"R",916936,"R",0,"R",730465,"R",47714,"R",0,"R",23133327,"R",32183176,"Z",0,"R",487911,"Z",0,"R",0,"R",487911,"R",32671087,"R",8192516,"R",4905539,"R",0,"R",0,"R",38572,"R",16338,"R",5149490,"R",2611400,"R",4066647,"R",2028077,"R",5028295,"R",1735188,"R",4465220,"R",305115,"R",36909,"A",,"A",,"A",,"A",,"R",1699750,"R",0,"R",28945605,"R",11333451,"R",4272619,"R",2286201,"R",1606868,"R",781114,"R",8665352,1 ,"R",1630908,"R",10289689,"R",10704885,"R",6069250,1 ,"R",38921,"R",539129,"R",151500,"R",159075,"R",1713260,"R",1774696,"R",930493,"R",23587,"R",0,"R",568803,"R",5010839,"R",545619,"R",0,"R",545619,"R",4465220,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",545619,"R",545619,"R",0,1 ,"R",4160335,"R",3706484,"R",-453851,"R",80233,"R",-346242,"R",0,"R",-187842,"R",2413122,"R",32183176,"R",2901033,"R",18387483,"R",-11273368,"R",15430000,"R",29770054
208318,"R",40643213,"R",88570641,"R",13751984,"R",102322625,"R",142965838,"R",14699910,"R",3122476,"R",6471463,"R",9593939,"R",48627496,"R",26778582,"R",75406078,"R",85000017,"R",25238434,"R",47463927,"R",5500070,"R",1549733,"R",-7086433,"R",47427297,"R",11320261,"Z",0,"R",129913186,"R",12008126,"R",226297,"R",153467870,"R",60701447,"Z",0,"Z",0,"R",82162895,"R",75098641,"R",7064254,"R",40452417,"R",-89374,"R",47427297,"R",10431918,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4182541,"A",,"Z",0,"A",,"R",9907377,"R",24521836,"Z",0,"R",11670776,"R",23826191,"R",17938443,"R",3139779,"Z",0,"R",148371,"R",-166579,"R",1084078,"R",57641059,"R",82162895,"R",0,"R",0,"R",0,"R",0,"R",0,"R",82162895,"R",29905391,"R",15918989,"Z",0,"Z",0,"R",1204729,"R",423283,"R",5596158,"R",2869325,"R",4521608,"R",2139614,"R",12565404,"R",5030000,"R",12023819,"R",2710966,"R",431755,"A",,"A",,"A",,"A",,"R",6570566,"R",338152,"R",75098641,"R",27151118,"R",14539208,"R",5561884,"R",3940324,"R",2931858,"R",20974249,1 ,"R",6018374,"R",24970066,"R",23134520,"R",14699910,2 ,"A",,"A",,"A",,"A",,"R",4638242,"R",7190416,"R",3139779,"Z",0,"R",1548487,"R",0,"R",16516924,"R",4493105,"R",0,"R",4493105,"R",12023819,"R",2606001,"R",2606001,"R",0,"R",134793,"R",134793,"R",0,"R",1752311,"R",1752311,"R",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,1 ,"R",27042513,"R",23162910,"R",-3879603,"R",516568,"R",-3240955,"R",-1155216,"R",0,"R",6974880,"R",82162895,"R",6974880,"R",47427297,"R",40377494,"R",19415000,"R",72166782
208390,"R",94091534,"R",183178067,"R",49087923,"R",232265990,"R",326357524,"R",81671346,"R",18351242,"R",11042794,"R",29394036,"R",112196729,"R",37169422,"R",149366151,"R",178760187,"R",77936330,"R",164052864,"R",17855415,"R",0,"R",-30575926,"R",151332353,"R",35334442,"R",0,"R",258750106,"R",19060125,"R",22509,"R",313167182,"R",109383368,"R",0,"R",0,"R",172452256,"R",143124148,"R",29328108,"R",121378447,"R",625798,"R",151332353,"R",21936403,"R",28668404,"R",1113801,"R",167652,"R",167652,"R",0,"R",2562352,"A",,"R",0,"A",,"R",11458851,"R",65907463,"R",0,"R",46219946,"R",39758100,"R",12272740,"R",6960249,"R",987955,"R",0,"R",-276004,"R",613229,"R",106536215,"R",172443678,"R",0,"R",8578,"R",0,"R",0,"R",8578,"R",172452256,"R",51976686,"R",25053095,"R",0,"R",0,"R",3843179,"R",741233,"R",16296403,"R",7001137,"R",13595116,"R",6022051,"R",30114784,"R",8485218,"R",23504628,"R",2453262,"R",462866,"A",,"A",,"A",,"A",,"R",1340090,"R",0,"R",143124148,"R",47765600,"R",24067954,"R",10523545,"R",7196740,"R",4775270,"R",48795039,1 ,"R",399965,"R",29731431,"R",47445836,"R",77918393,1 ,"R",127732,"R",3841325,"R",-136725,"R",551465,"R",11430523,"R",12103556,"R",6955889,"R",87481,"R",921413,"R",2444263,"R",33943125,"R",10438497,"R",0,"R",10438497,"R",23504628,"R",5525047,"R",5525047,"R",0,"R",328024,"R",328024,"R",0,"R",3361773,"R",3361773,"R",0,"R",42714,"R",42714,"R",0,"R",1180939,"R",1180939,"R",0,"R",0,"R",0,"R",0,1 ,"R",7814188,"R",6845159,"R",-969029,"R",1092011,"R",-999544,"R",0,"R",-1061496,"R",29945328,"R",173908026,"R",29953906,"R",151332353,"R",-30575926,"R",38460000,"R",143962698
208406,"R",43381227,"R",206142964,"R",-45766049,"R",160376915,"R",203758142,"R",66144475,"R",13092192,"R",4452576,"R",17544768,"R",165440882,"R",31535152,"R",196976034,"R",214520802,"R",31627354,"R",59891963,"R",376124,"R",0,"R",-36513626,"R",23754461,"R",9202596,"R",0,"R",194387583,"R",11755381,"R",315306,"R",215660866,"R",56265390,"Z",0,"Z",0,"R",92907832,"R",90756398,"R",2151434,"R",21820192,"R",-217165,"R",23754461,"R",13550389,"R",12262656,"R",993602,"R",814296,"R",538397,"R",275899,"R",564509,"A",,"R",0,"A",,"R",155095,"R",28340547,"R",0,"R",24391397,"R",29138782,"R",4747107,"R",2695196,"R",901112,"R",927525,"R",-224586,"R",0,"R",62576533,"R",90917080,"R",1940824,"R",0,"R",0,"R",49928,"R",1990752,"R",92907832,"R",31323309,"R",21703172,"R",0,"R",0,"R",0,"R",0,"R",8406358,"R",4248202,"R",12159341,"R",4738099,"R",14692719,"R",7270492,"R",5417015,"R",846521,"R",587846,"A",,"A",,"A",,"A",,"R",17911135,"R",1059013,"R",90756398,"R",39606824,"R",17919425,"R",7403390,"R",4885488,"R",5622257,"R",15319014,1 ,"R",4071145,"R",29199130,"R",29592069,"R",63977113,1 ,"R",-40376,"R",9901543,"R",2035285,"R",1786224,"R",4397171,"R",302657,"R",2695823,"R",0,"R",916575,"R",901639,"R",9213865,"R",3796850,"R",0,"R",3796850,"R",5417015,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3796850,"R",3796850,"R",0,1 ,"R",20758080,"R",24800023,"R",4041943,"R",3055620,"R",2237509,"R",-1607454,"R",356268,"R",54930,"R",87640938,"R",6654033,"R",44995158,"R",58408523,"R",92887877,"R",95476162
208415,"R",5167545,"R",40873196,"R",184408,"R",41057604,"R",46225149,"R",4848029,"R",2923129,"R",1822211,"R",4745340,"R",13230451,"R",7797129,"R",21027580,"R",25772920,"R",5833959,"R",29925122,"R",151277,"R",0,"R",-10610100,"R",19466299,"R",1116807,"R",0,"R",56966644,"R",3830535,"R",0,"R",61913986,"R",21007659,"R",0,"R",0,"R",18744145,"R",19550485,"R",-806340,"R",20272639,"R",0,"R",19466299,"R",1631947,"R",1321584,"R",160511,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"A",,"R",629138,"R",3743180,"R",1643414,"R",4191126,"R",7210991,"R",971466,"R",0,"R",0,"R",0,"R",23976,"R",959992,"R",15000965,"R",18744145,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18744145,"R",6294887,"R",3543158,"R",0,"R",0,"R",474524,"R",295617,"R",2383253,"R",1139858,"R",3179080,"R",1528390,"R",4956610,"R",1513046,"R",1898639,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",363492,"R",40,"R",19550485,"R",8020109,"R",3806283,"R",1493037,"R",1836876,"R",215222,"R",4178958,1 ,"R",-65236,"R",6482364,"R",5722007,"R",4443649,1 ,"R",-214755,"R",666722,"R",111952,"R",82403,"R",971466,"R",948784,"R",415165,"R",0,"R",0,"R",406483,"R",2741898,"R",843259,"R",0,"R",843259,"R",1898639,"R",299432,"R",299432,"R",0,"R",105255,"R",105255,"R",0,"R",299028,"R",299028,"R",0,"R",139544,"R",139544,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,1 ,"R",5590944,"R",5723150,"R",132206,"R",742074,"R",0,"R",-609868,"R",0,"R",19550485,"R",11247785,"R",-803340,"R",19466299,"R",40873196,"R",10765000,"R",19550485
208646,"R",21188648,"R",70646899,"R",33081930,"R",103728829,"R",124917477,"R",9586428,"R",3038060,"R",9559829,"R",12597889,"R",17037247,"R",16162736,"R",33199983,"R",45797872,"R",15508467,"R",66288358,"R",2323296,"R",554188,"R",4031724,"R",73197566,"R",11456059,"R",5447312,"R",120888429,"R",19336366,"R",10592905,"R",167721071,"R",84074069,"R",0,"R",0,"R",76479310,"R",69883956,"R",6595354,"R",66602212,"R",0,"R",73197566,"R",19089429,"R",3362232,"R",3525413,"R",978091,"R",273692,"R",704399,"R",5543060,"R",0,"R",511839,"R",0,"R",391271,"R",33401335,"R",0,"R",23592847,"R",0,"R",8387323,"R",1735932,"R",0,"R",868633,"R",0,"R",10297,"R",34595032,"R",67996367,"R",632318,"R",7850625,"R",0,"R",0,"R",8482943,"R",76479310,"R",17546195,"R",10566878,"R",153925,"R",35529,"R",5556770,"R",2350509,"R",13082882,"R",4731620,"R",3061000,"R",1480521,"R",11124688,"R",4106276,"R",5414045,"R",9210160,"R",2068798,"R",0,"R",0,"R",0,"R",0,"R",4734291,"R",28852,"R",69883956,"R",25368983,"R",13343383,"R",3768639,"R",4757493,"R",733996,"R",21911462,1 ,"R",-791265,"R",15319393,"R",12123408,"R",9427850,1 ,"R",-156286,"R",302981,"R",701814,"R",158578,"R",4522497,"R",2123929,"R",2257189,"R",0,"R",547249,"R",3036729,"R",12487593,"R",6772173,"R",301375,"R",7073548,"R",5414045,"R",2664220,"R",2483659,"R",180561,"R",280324,"R",243326,"R",36998,"R",913916,"R",864297,"R",49619,"R",0,"R",0,"R",0,"R",193182,"R",167586,"R",25596,"R",3021906,"R",3013305,"R",8601,1 ,"R",16083358,"R",17504422,"R",1421064,"R",881400,"R",678408,"R",-752075,"R",613331,"R",-2623370,"R",70372691,"R",7220521,"R",106377417,"R",35214497,"R",17358644,"R",71020733
209038,"R",33907349,"R",144807486,"R",131910568,"R",276718054,"R",310625403,"R",90406581,"R",17807973,"R",12311596,"R",30119569,"R",287206040,"R",0,"R",287206040,"R",317325609,"R",52523706,"R",104850253,"R",2076516,"R",0,"R",-75744100,"R",31182669,"R",5377072,"R",0,"R",216152169,"R",18134880,"R",4639995,"R",244304116,"R",99496630,"R",0,"R",0,"R",157050797,"R",140155607,"R",16895190,"R",14287479,"R",0,"R",31182669,"R",32370925,"R",22375384,"R",6521376,"R",641130,"R",641130,"R",0,"R",2044467,"A",,"R",0,"A",,"R",7921550,"R",71874832,"R",0,"R",35193199,"R",35761646,"R",7794165,"R",5116896,"R",0,"R",0,"Z",0,"R",1310059,"R",85175965,"R",157050797,"R",0,"R",0,"R",0,"R",0,"R",0,"R",157050797,"R",43507815,"R",28234424,"R",0,"R",0,"R",7330740,"R",1847890,"R",7533805,"R",4695942,"R",24086431,"R",7389835,"R",15923481,"R",7702695,"R",16764700,"R",1225724,"R",0,"A",,"A",,"A",,"A",,"R",23782911,"R",3051511,"R",140155607,"R",52922297,"R",30566070,"R",9957470,"R",6313059,"R",5457662,"R",34939049,1 ,"R",1639778,"R",21773048,"R",50191700,"R",88482475,1 ,"R",-124111,"R",6857386,"R",2332006,"R",1346438,"R",7794165,"R",1746139,"R",5116896,"R",0,"R",1092884,"R",1778607,"R",17528691,"R",763991,"R",0,"R",763991,"R",16764700,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",763991,"R",763991,"R",0,1 ,"R",17141909,"R",14945874,"R",-2196035,"R",778705,"R",-2055744,"R",-918996,"R",0,"R",16895190,"R",157050797,"R",16895190,"R",31182669,"R",-75744100,"R",104850253,"R",140155607
209074,"R",31080902,"R",73353069,"R",23785076,"R",97138145,"R",128219047,"R",15108725,"R",6242267,"R",8399141,"R",14641408,"R",52010507,"R",21675297,"R",73685804,"R",88327212,"R",27484750,"R",60997296,"R",1813752,"R",0,"R",-35295238,"R",27515810,"R",9163106,"R",0,"R",119213578,"R",15768195,"R",14175140,"R",158320019,"R",61628704,"R",0,"R",0,"R",95833941,"R",80245945,"R",15587996,"R",11929090,"R",-1276,"R",27515810,"R",14211239,"R",20842752,"R",3029073,"R",205522,"R",205522,"R",0,"R",973553,"A",,"R",0,"A",,"R",4084376,"R",43346515,"R",0,"R",30742062,"R",12885125,"R",5213420,"R",3051079,"R",430137,"R",0,"R",153903,"R",0,"R",52475726,"R",95822241,"R",0,"R",11700,"R",0,"R",0,"R",11700,"R",95833941,"R",36386406,"R",21651566,"R",0,"R",0,"R",226829,"R",0,"R",8181234,"R",3933194,"R",8445209,"R",4304397,"R",11405779,"R",4573624,"R",4342316,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",11258172,"R",1268675,"R",80245945,"R",35731456,"R",18893090,"R",5252567,"R",3539858,"R",2319329,"R",14509645,1 ,"R",9245877,"R",22244178,"R",27484750,"R",15108725,2 ,"A",,"A",,"A",,"A",,"R",4799611,"R",367045,"R",3051079,"R",0,"R",430137,"R",855254,"R",9503126,"R",5160810,"R",0,"R",5160810,"R",4342316,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5160810,"R",5160810,"R",0,1 ,"R",9093600,"R",10868319,"R",1774719,"R",280177,"R",1139173,"R",-421498,"R",776867,"R",-26241749,"R",95820941,"R",15587996,"R",27515810,"R",-35295238,"R",36033858,"R",80245945
209250,"R",61813000,"R",54174000,"R",3679000,"R",57853000,"R",119666000,"R",80496000,"R",8555000,"R",16008000,"R",24563000,"R",104870000,"R",53828000,"R",158698000,"R",183261000,"R",41822000,"R",29581000,"R",422000,"R",1410000,"R",-56334000,"R",-24921000,"R",1456000,"R",0,"R",113874000,"R",214000,"R",876000,"R",116420000,"R",62246000,"Z",0,"Z",0,"R",134096000,"R",115390000,"R",18706000,"R",-43627000,"R",0,"R",-24921000,"R",11547000,"R",18575341,"R",3446137,"R",4917801,"R",4215727,"R",702074,"R",506000,"A",,"Z",0,"A",,"R",1708721,"R",40701000,"R",0,"R",35103029,"R",14436000,"R",7202844,"Z",0,"Z",0,"R",0,"R",195156,"R",7902971,"R",64840000,"R",105541000,"R",0,"R",0,"R",0,"R",28555000,"R",28555000,"R",134096000,"R",24299000,"R",23000000,"R",900000,"R",780000,"R",150000,"R",108000,"R",10640000,"R",6000000,"R",8966000,"R",5600000,"R",19972000,"R",6500000,"R",8253474,"R",391000,"R",137502,"A",,"A",,"A",,"A",,"R",41818526,"R",0,"R",115390000,"R",42125502,"R",19775631,"R",3937580,"R",3001000,"R",3841000,"R",42709287,1 ,"R",8930306,"R",53828000,"R",35824000,"R",78009000,1 ,"R",436000,"R",13091000,"R",3737000,"R",1786000,"R",5491418,"R",5043354,"R",2831191,"Z",0,"Z",0,"R",584166,"R",13950129,"R",5696655,"R",0,"R",5696655,"R",8253474,"R",3568734,"R",3568734,"R",0,"R",934961,"R",934961,"R",0,"R",997601,"R",997601,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",195359,"R",195359,"R",0,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",-42293000,"R",134096000,"R",18706000,"R",-24921000,"R",-56334000,"R",19895000,"R",115390000
209490,"R",1227145000,"R",2181208000,"R",3222712000,"R",5403920000,"R",6631065000,"R",218704000,"R",46315000,"R",575443000,"R",621758000,"R",1373556,"R",1799145444,"R",1800519000,"R",2422277000,"R",479721000,"R",1205762000,"R",718821000,"R",323982000,"R",1699206000,"R",3947771000,"R",84835000,"R",0,"R",2969181000,"R",1166596000,"R",120952000,"R",4341564000,"R",2257736000,"R",0,"R",0,"R",3909779000,"R",4060076000,"R",-150297000,"R",4098068000,"R",0,"R",3947771000,"R",80745000,"R",411532000,"R",18544000,"R",242542000,"R",0,"R",242542000,"R",14846000,"R",3025034000,"R",36375000,"R",0,"R",2744000,"R",3832362000,"R",0,"R",41240000,"R",0,"R",34614000,"R",0,"R",0,"R",109246000,"R",-134264000,"R",1556000,"R",52392000,"R",3884754000,"R",0,"R",4877000,"R",20148000,"R",0,"R",25025000,"R",3909779000,"R",236933000,"R",134249000,"R",342945000,"R",170741000,"R",133790000,"R",31536000,"R",100749000,"R",74240000,"R",9042000,"R",5091000,"R",398339000,"R",162180000,"R",18216000,"R",3115000,"R",1250000,"R",2782155000,"R",1396634000,"R",0,"R",0,"R",34792000,"R",0,"R",4060076000,"R",1975921000,"R",502371000,"R",128381000,"R",200611000,"R",45251000,"R",1207541000,1 ,"R",23008000,"R",305955000,"R",278368000,"R",174512000,1 ,"R",1783000,"R",14057000,"R",6396000,"R",9253000,"R",1100000,"R",5309000,"R",4339000,"R",0,"R",4401000,"R",18705000,"R",33854000,"R",15638000,"R",0,"R",15638000,"R",18216000,"R",0,"R",0,"R",0,"R",421000,"R",421000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",15217000,"R",15217000,"R",0,1 ,"R",1099817000,"R",1200089000,"R",100272000,"R",185303000,"R",-38428000,"R",-46599000,"R",-4000,"R",-175322000,"R",3890136000,"R",-150297000,"R",4098068000,"R",2418027000,"R",1419871000,"R",4065458000
209506,"R",40498771,"R",147278131,"R",52527980,"R",199806111,"R",240304882,"R",9316015,"R",4217202,"R",15997993,"R",20215195,"R",39545314,"R",15401529,"R",54946843,"R",75162038,"R",14784076,"R",130608976,"R",15112570,"R",0,"R",13953237,"R",159674783,"R",15453250,"R",31397207,"R",175746965,"R",37973181,"R",14972250,"R",275542853,"R",105784955,"R",504275,"Z",0,"R",129621672,"R",95602195,"R",34019477,"R",125655306,"R",0,"R",159674783,"R",27302418,"R",773155,"R",3468092,"R",1400270,"R",1154144,"R",246126,"R",13082683,"R",0,"R",719071,"R",0,"R",475472,"R",47221161,"R",0,"R",38702862,"R",0,"R",15252256,"R",2131270,"R",0,"R",3508462,"R",-1216103,"R",213150,"R",58591897,"R",105813058,"R",133536,"R",23675078,"R",0,"R",0,"R",23808614,"R",129621672,"R",29270242,"R",17120045,"R",4500738,"R",1774369,"R",239084,"R",99514,"R",7966121,"R",3616378,"R",7164688,"R",2813069,"R",16423262,"R",6613687,"R",7603824,"R",15727549,"R",3096556,"R",0,"R",0,"R",0,"R",0,"R",6706687,"R",173,"R",95602195,"R",35133791,"R",16871763,"R",4887847,"R",9864434,"R",1218055,"R",27626305,1 ,"R",-724519,"R",14419533,"R",12269144,"R",9148943,1 ,"R",-111750,"R",604072,"R",736516,"R",167072,"R",4466425,"R",3580455,"R",2131270,"R",0,"R",2965612,"R",5985687,"R",19129449,"R",10975415,"R",550210,"R",11525625,"R",7603824,"R",2787763,"R",2585205,"R",202558,"R",214468,"R",194757,"R",19711,"R",1178120,"R",1068801,"R",109319,"R",0,"R",0,"R",0,"R",1425926,"R",1229040,"R",196886,"R",5919348,"R",5897612,"R",21736,1 ,"R",35438374,"R",30634453,"R",-4803921,"R",616027,"R",-4406833,"R",-1053910,"R",40795,"R",9708330,"R",108274673,"R",31175655,"R",183342623,"R",63357905,"R",39674678,"R",96225314
