UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07   
179867,"R",15189714000,"R",3242141000,"R",76116000,"R",20436866000,"R",4392412000,"R",3324601000,"R",7847088000,"R",8197366000,"R",2543043000,"R",5654323000,"R",16044454000,"R",206433000,"R",4847183000,"R",763035000,"R",550840000,"R",0,"R",6367491000,"R",3125350000,"R",2359189000,"R",4077829000,"R",12989000,"R",-1705651000,"R",17750105000,"R",0,"R",16044454000,"R",5748066,"R",30141338,"R",1971872,"R",0,"R",87317680,"R",339992759,"R",465171715,"R",334842805,"R",0,"R",334842805,"R",0,"R",0,"R",0,"R",14112284,"R",14112284,"R",0,"R",1971872,"R",1971872,"R",0,"R",0,"R",0,"R",0,"R",74205951,"R",74205951,"R",0,"R",244552698,"R",244552698,"R",0,"R",513132000,"R",513132000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",725683610,"R",725683610,"R",0,"R",0,"R",2839610,"R",2839610,"R",0,"R",0,"R",750884,"R",750884,"R",0,"R",0,"R",380544217,"R",192533217,"R",85742000,"R",102269000,"R",307542000,"R",119531000,"R",85742000,"R",102269000,"R",73002217,"R",73002217,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-1658738000,"R",-391013000,"R",-1267725000,"Z",0,"R",187342000,"R",187342000,"R",149258000,"R",149258000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2058376679,"R",2058365679,"R",11000,"R",0,"R",2359189000,"R",3438892000,"R",-1181972000,"R",102269000,"R",0,"R",104927000,"R",-104927000,"R",0,"R",2359189000,"R",3543819000,"R",-1286899000,"R",102269000,"R",2497621356,"R",1217851449,"R",702652093,"R",311989701,"R",44188096,"R",20010782,"R",399877027,"R",248771181,"R",109699134,"R",44575312,"R",188167935,"R",127521398,"R",135623359,"R",10088737,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4077829000,"R",1980808560,"R",486112761,"R",79575614,"R",218070261,"R",74887176,"R",1238374628, 1,"R",13668081000,"R",12242758000,"R",-1425323000,"R",73735000,"R",-1649770000,"R",-509364000,"R",660076000,"R",-524511000,"R",4439793000,"R",-1705651000,"R",17750105000,"R",9111537000,"R",3324601000,"R",4077829000
179894,"R",138770977,"R",183054587,"R",0,"R",369563625,"R",153756539,"R",84863058,"R",160187666,"R",55619420,"R",36071472,"R",19547948,"R",215807086,"R",24747499,"R",302058445,"R",82495422,"R",2750598,"R",2614907,"R",414666871,"R",231612284,"R",110512436,"R",153072301,"R",2855747,"R",-39704118,"R",255511204,"R",0,"R",215807086,"R",3301411,"R",11652714,"R",1797593,"R",0,"R",1422222,"R",36729695,"R",54903635,"R",31921452,"R",873382,"R",32794834,"R",3301411,"R",3301411,"R",0,"R",11652714,"R",11652714,"R",0,"R",1797593,"R",1797593,"R",0,"R",0,"R",0,"R",0,"R",1422222,"R",1422222,"R",0,"R",14620894,"R",13747512,"R",873382,"R",86681299,"R",86681299,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",12084093,"R",12084093,"R",0,"R",0,"R",1366214,"R",1366214,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",4519721,"R",2797156,"R",1048743,"R",673822,"R",4519721,"R",2797156,"R",1048743,"R",673822,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-6780077,"R",-4405196,"R",-2467128,"R",92247,"R",16599,"R",16599,"R",8102304,"R",8102304,"R",0,"R",0,"R",211156,"R",211156,"R",0,"R",0,"R",4311127,"R",4077648,"R",263900,"R",-30421,"R",110512436,"R",110931273,"R",-1154485,"R",735648,"R",0,"R",2127843,"R",-2127843,"R",0,"R",110512436,"R",113059116,"R",-3282328,"R",735648,"R",55576408,"R",34407748,"R",0,"R",0,"R",875295,"R",381449,"R",29655833,"R",10481003,"R",18655702,"R",7525191,"R",39652568,"R",10643684,"R",8656495,"R",664251,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",153072301,"R",64103326,"R",18937621,"R",9229048,"R",13474142,"R",3326147,"R",44002017, 1,"R",157525839,"R",143951186,"R",-13574653,"R",683565,"R",-6565261,"R",-7600545,"R",-92412,"R",-37157438,"R",102330170,"R",-39704118,"R",255511204,"R",81002705,"R",84863058,"R",153072301
179946,"R",51412622,"R",31792402,"R",0,"R",113884689,"R",21826969,"R",0,"R",35060501,"R",56997219,"R",45549590,"R",11447629,"R",92057720,"R",1867181,"R",74828595,"R",9743815,"R",734957,"R",159707,"R",87334255,"R",55541853,"R",24953900,"R",27806213,"R",12391846,"R",9539533,"R",82518187,"R",0,"R",92057720,"R",1289039,"R",80970,"R",611930,"R",0,"R",332424,"R",11053672,"R",13368035,"R",11420440,"R",0,"R",11420440,"R",0,"R",0,"R",0,"R",34344,"R",34344,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",332424,"R",332424,"R",0,"R",11053672,"R",11053672,"R",0,"R",7312095,"R",7312095,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3173876,"R",1217678,"R",1956198,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2674420,"R",1717313,"R",957107,"R",0,"R",2674420,"R",1717313,"R",957107,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",188784,"R",188784,"R",3645590,"R",3645590,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7959135,"R",6043754,"R",1915381,"R",0,"R",24953900,"R",20125214,"R",4828686,"R",0,"R",0,"R",5408148,"R",-5408148,"R",0,"R",24953900,"R",25533362,"R",-579462,"R",0,"R",5665581,"R",3334794,"R",0,"R",0,"R",0,"R",0,"R",2340635,"R",1129284,"R",7869467,"R",3126777,"R",7481353,"R",2806922,"R",4449177,"R",7445,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27806213,"R",10405222,"R",2002111,"R",0,"R",1987153,"R",786304,"R",12625423, 1,"R",59356346,"R",51591885,"R",-7764461,"R",4434684,"R",-7102174,"R",-5154721,"R",57750,"R",13629957,"R",20125214,"R",9539533,"R",82518187,"R",35060501,"R",0,"R",27806213
179955,"R",64450608,"R",52593263,"Z",0,"R",136014041,"R",29837119,"R",15083927,"R",24514938,"R",81661984,"R",60771449,"R",20890535,"R",106176922,"R",2261309,"R",107607378,"R",14168007,"R",4305735,"Z",0,"R",128342429,"R",75749166,"R",30299111,"R",37703143,"R",1003784,"R",-6400248,"R",112577170,"R",0,"R",106176922,"R",1051218,"R",1334542,"R",417438,"R",0,"R",1411282,"R",6763990,"R",10978470,"R",8301283,"R",201134,"R",8502417,"R",1051218,"R",1051218,"R",0,"R",1334542,"R",1334542,"Z",0,"R",417438,"R",417438,"Z",0,"R",0,"R",0,"Z",0,"R",1612416,"R",1411282,"R",201134,"R",4086803,"R",4086803,"R",0,"R",9065924,"R",9065924,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16227820,"R",2182782,"R",10874651,"R",3170387,"R",16227820,"R",2182782,"R",10874651,"R",3170387,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-7175709,"R",-361726,"R",-7118313,"R",304330,"Z",0,"Z",0,"R",7186725,"R",7186725,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4994351,"R",4994351,"R",0,"R",0,"R",30299111,"R",23068056,"R",3756338,"R",3474717,"R",0,"R",0,"Z",0,"Z",0,"R",30299111,"R",23068056,"R",3756338,"R",3474717,"R",10880416,"R",6194846,"Z",0,"Z",0,"Z",0,"Z",0,"R",1923343,"R",629368,"R",8390486,"R",3242964,"R",7456669,"R",2830038,"R",9052229,"R",1026144,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",37703143,"R",13923360,"R",3486632,"R",6727014,"R",3490484,"R",502516,"R",9573137, 1,"R",71479849,"R",64442101,"R",-7037748,"R",3170487,"R",-6769387,"R",-3438848,"R",0,"R",-6774018,"R",29925341,"R",-6400248,"R",112577170,"R",45465473,"R",15083927,"R",37703143
179964,"R",23002509,"R",25030651,"R",0,"R",53943332,"R",4282892,"R",343109,"R",26982503,"R",22677937,"R",15338497,"R",7339440,"R",49660440,"R",687788,"R",46659060,"R",17297567,"R",47606,"R",32750,"R",64724771,"R",39694120,"R",23679320,"R",25335052,"R",0,"R",-1655732,"R",51316172,"R",0,"R",49660440,"R",1264580,"R",1401762,"R",284100,"R",0,"R",895345,"R",8463262,"R",12309049,"R",9004089,"R",406678,"R",9410767,"R",1264580,"R",1264580,"R",0,"R",1401762,"R",1401762,"R",0,"R",284100,"R",284100,"R",0,"R",0,"R",0,"R",0,"R",895345,"R",895345,"R",0,"R",5564980,"R",5158302,"R",406678,"R",11584088,"R",11584088,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7483944,"R",4648006,"R",2835938,"R",0,"R",20000,"R",0,"R",20000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1397791,"R",825092,"R",218799,"R",353900,"R",1397791,"R",825092,"R",218799,"R",353900,"R",0,"R",0,"R",0,"R",0,"R",17305,"R",17305,"R",0,"R",0,"R",-3172890,"R",-330787,"R",-2842103,"R",0,"R",0,"R",0,"R",4983683,"R",4983683,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1365399,"R",1401937,"R",-36538,"R",0,"R",23679320,"R",23129324,"R",196096,"R",353900,"R",0,"R",5566483,"R",-5566483,"R",0,"R",23679320,"R",28695807,"R",-5370387,"R",353900,"R",7576272,"R",5238789,"R",0,"R",0,"R",0,"R",0,"R",2176341,"R",1288558,"R",6320984,"R",2362175,"R",4835812,"R",2036432,"R",4425643,"R",629464,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25335052,"R",11555418,"R",1733428,"R",2410447,"R",1518508,"R",24244,"R",8093007, 1,"R",26009524,"R",23002509,"R",-3007015,"R",353900,"R",-3180877,"R",0,"R",-180038,"R",3360755,"R",26995517,"R",-1655732,"R",51316172,"R",9195210,"R",343109,"R",25335052
180054,"R",0,"R",21956089,"R",0,"R",45420508,"R",10773566,"R",0,"R",34646942,"R",0,"R",0,"R",0,"R",34646942,"R",3999557,"R",21956089,"R",2829194,"R",140461,"R",0,"R",28925301,"R",6969212,"R",20498854,"R",13138350,"R",0,"R",7360504,"R",30907346,"R",-3620908,"R",34646942,"R",642045,"R",9426674,"R",43429,"R",146440,"R",281953,"R",0,"R",10540541,"R",105883,"R",0,"R",105883,"R",0,"R",0,"R",0,"R",105883,"R",105883,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",1028765,"R",1028765,"Z",0,"Z",0,"R",2862463,"R",2862463,"Z",0,"R",0,"R",25651,"R",25651,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",12287288,"R",12287288,"R",0,"R",0,"R",107875,"R",107875,"R",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",970502,"R",970502,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",970502,"R",970502,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",1556,"R",1556,"Z",0,"Z",0,"R",0,"R",0,"R",168304,"R",168304,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",3046450,"R",3046450,"R",0,"R",0,"R",20498854,"R",20498854,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",20498854,"R",20498854,"R",0,"R",0,"R",2459093,"R",1857130,"R",351618,"R",205257,"R",0,"R",0,"R",258901,"R",178342,"R",681162,"R",536432,"R",1040107,"R",534373,"R",412525,"R",95024,"R",1664672,"Z",0,"Z",0,"Z",0,"Z",0,"R",6270272,"R",0,"R",13138350,"R",3406558,"R",420000,"R",459529,"R",675581,"R",25000,"R",8151682, 1,"R",16150,"R",16158,"R",8,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0,"R",7360504,"R",30907346,"R",0,"R",0,"R",13138350
180106,"R",60252814,"R",58324866,"R",0,"R",136506006,"R",18453433,"R",12733509,"R",57805514,"R",60247059,"R",38664506,"R",21582553,"R",118052573,"R",1142747,"R",101336753,"R",17266304,"R",1032091,"R",0,"R",120777895,"R",62453029,"R",33597998,"R",38966254,"R",879531,"R",-4488725,"R",122541298,"R",0,"R",118052573,"R",1054743,"R",1337341,"R",0,"R",0,"R",3530877,"R",20407543,"R",26330504,"R",23938420,"R",0,"R",23938420,"R",1054743,"R",1054743,"R",0,"R",131663,"R",131663,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3530877,"R",3530877,"R",0,"R",19221137,"R",19221137,"R",0,"R",18063224,"R",18063224,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4413227,"R",72743,"R",4340484,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6126300,"R",1433473,"R",3304880,"R",1387947,"R",6126300,"R",1433473,"R",3304880,"R",1387947,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-6329584,"R",-1410771,"R",-4624512,"R",-294301,"R",0,"R",0,"R",8533433,"R",8533433,"R",0,"R",0,"R",1822969,"R",1557010,"R",265959,"R",0,"R",968429,"R",9995196,"R",-9055880,"R",29113,"R",33597998,"R",38244308,"R",-5769069,"R",1122759,"R",0,"R",7989321,"R",-7989321,"R",0,"R",33597998,"R",46233629,"R",-13758390,"R",1122759,"R",11327355,"R",6649186,"R",0,"R",0,"R",0,"R",0,"R",2885051,"R",1343929,"R",8522254,"R",3085330,"R",8401824,"R",2573580,"R",5425479,"R",322953,"R",2392084,"R",0,"R",0,"R",0,"R",0,"R",12207,"R",0,"R",38966254,"R",13974978,"R",4275875,"R",3475295,"R",3751412,"R",574446,"R",12914248, 1,"R",71678035,"R",65990770,"R",-5687265,"R",1387746,"R",-6026542,"R",-1751674,"R",703205,"R",157585,"R",38244308,"R",-4488725,"R",122541298,"R",18467916,"R",12733509,"R",38966254
180258,"R",16447771,"R",32282325,"R",0,"R",51378385,"R",2641017,"R",0,"R",31072924,"R",17664444,"R",9868887,"R",7795557,"R",48737368,"R",829770,"R",42566860,"R",7896836,"R",0,"R",3130336,"R",54423802,"R",22141477,"R",19710377,"R",23108193,"R",-97670,"R",-3495486,"R",51897792,"R",335062,"R",48737368,"R",884111,"R",519005,"R",0,"R",0,"R",942059,"R",5979515,"R",8324690,"R",6814571,"R",107003,"R",6921574,"R",884111,"R",884111,"R",0,"R",519005,"R",519005,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",942059,"R",942059,"Z",0,"R",4576399,"R",4469396,"R",107003,"R",10557558,"R",10557558,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1393736,"R",1393736,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1667462,"R",383171,"R",214691,"R",1069600,"R",1667462,"R",383171,"R",214691,"R",1069600,"R",0,"R",0,"R",0,"R",0,"R",5638536,"R",5638536,"Z",0,"Z",0,"R",-1713200,"R",-190698,"R",-846817,"R",-675685,"Z",0,"Z",0,"R",1918558,"R",1918558,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",247727,"R",-214519,"R",448888,"R",13358,"R",19710377,"R",19486342,"R",-183238,"R",407273,"R",0,"R",809101,"R",-809101,"Z",0,"R",19710377,"R",20295443,"R",-992339,"R",407273,"R",6495245,"R",4273673,"R",0,"R",0,"R",0,"R",0,"R",493800,"R",207204,"R",6691810,"R",2190468,"R",8157831,"R",2400678,"R",1269507,"R",33918,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23108193,"R",9105941,"R",2343246,"R",1682851,"R",1704086,"R",0,"R",8272069, 1,"R",16384829,"R",19039727,"R",2654898,"R",1088864,"R",-1705324,"R",-739952,"R",4011310,"R",-2910418,"R",19486342,"R",-3495486,"R",51897792,"R",31072924,"R",0,"R",23108193
180595,"R",37873103,"R",28919054,"R",0,"R",80874555,"R",16486259,"R",11623967,"R",23862718,"R",40525578,"R",35297622,"R",5227956,"R",64388296,"R",3920134,"R",46674385,"R",14655656,"R",2111145,"R",0,"R",67361320,"R",38442266,"R",22224702,"R",28909978,"R",0,"R",-6685276,"R",71073572,"R",0,"R",64388296,"R",1128112,"R",230202,"R",0,"R",0,"R",1371796,"R",13043124,"R",15773234,"R",12809595,"R",233529,"R",13043124,"R",1128112,"R",1128112,"R",0,"R",230202,"R",230202,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1371796,"R",1371796,"R",0,"R",10313014,"R",10079485,"R",233529,"R",19346437,"R",19346437,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3438408,"R",3438408,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2090510,"R",746941,"R",662831,"R",680738,"R",2006720,"R",746941,"R",579041,"R",680738,"R",83790,"R",0,"R",83790,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-6509290,"R",1937952,"R",-3101051,"R",-5346191,"R",0,"R",0,"R",3519655,"R",3519655,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",338982,"R",192338,"R",146644,"R",0,"R",22224702,"R",29181731,"R",-2291576,"R",-4665453,"R",0,"R",2990219,"R",-2990219,"R",0,"R",22224702,"R",32171950,"R",-5281795,"R",-4665453,"R",10930709,"R",6817403,"R",0,"R",0,"R",0,"R",0,"R",2049660,"R",1131785,"R",7936914,"R",2853184,"R",4490210,"R",1186805,"R",3502485,"R",703650,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",28909978,"R",12692827,"R",3204635,"R",1500005,"R",2209870,"R",469117,"R",8833524, 1,"R",39322643,"R",37071580,"R",-2251063,"R",801407,"R",-1022270,"R",-2030200,"R",0,"R",3261972,"R",32171950,"R",-6685276,"R",71073572,"R",5534463,"R",11676148,"R",28909978
180647,"Z",0,"R",24930700,"Z",0,"R",51713377,"R",20045486,"R",1148456,"R",31444437,"R",223454,"Z",0,"R",223454,"R",31667891,"R",1593370,"R",33226764,"R",10096366,"R",3368284,"Z",0,"R",48284784,"R",23354084,"R",28586234,"R",27513140,"R",0,"R",1073094,"R",30594797,"R",0,"R",31667891,"R",1556970,"R",2109751,"R",92322,"Z",0,"R",768845,"R",178904,"R",4706792,"R",2053785,"R",235067,"R",2288852,"R",1387924,"R",1152857,"R",235067,"R",900928,"R",900928,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",535846,"R",535846,"Z",0,"Z",0,"R",4479852,"R",4479852,"Z",0,"Z",0,"R",432370,"R",432370,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"R",19678844,"R",0,"R",0,"R",19678844,"R",58233,"R",0,"R",0,"R",58233,"R",0,"R",0,"R",0,"R",0,"R",1899862,"R",133761,"R",0,"R",1766101,"R",928689,"R",133761,"R",0,"R",794928,"R",971173,"R",0,"R",0,"R",971173,"R",0,"R",0,"R",0,"R",0,"R",-964014,"R",-964014,"Z",0,"Z",0,"R",112761,"R",112761,"R",528977,"R",528977,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1823503,"R",1302394,"R",0,"R",521109,"R",28586234,"R",6561947,"Z",0,"R",22024287,"R",0,"R",0,"Z",0,"Z",0,"R",28586234,"R",6561947,"R",0,"R",22024287,"R",11034041,"R",6276884,"R",54280,"R",40023,"R",2772300,"R",477106,"R",1097356,"R",582154,"R",1726387,"R",1289070,"R",8547379,"R",2487699,"R",759238,"R",289902,"R",1522159,"Z",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",27513140,"R",11442838,"R",3220765,"R",2862663,"R",1461501,"R",63704,"R",8461669, 1,"R",19885216,"R",16431200,"R",-3454016,"R",1426552,"R",-3906889,"R",-973679,"R",0,"R",1053619,"R",8118917,"R",1073094,"R",30594797,"R",13783594,"R",1148456,"R",27513140
180814,"R",78347385,"R",76785550,"R",0,"R",223389878,"R",29278771,"R",22758,"R",162762877,"R",31348230,"R",16474515,"R",14873715,"R",194111107,"R",14088993,"R",86720178,"R",40222761,"R",120008,"Z",0,"R",141151940,"R",64366390,"R",109418559,"R",119798460,"R",0,"R",-10379901,"R",204491008,"R",0,"R",194111107,"R",16168899,"R",6004892,"R",614521,"R",0,"R",1149061,"R",3839804,"R",27777177,"R",2945086,"R",0,"R",2945086,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2945086,"R",2945086,"R",0,"R",104434859,"R",104434859,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9499896,"R",9499896,"R",0,"R",0,"R",614521,"R",614521,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2032831,"R",0,"R",1436653,"R",596178,"R",2032831,"R",0,"R",1436653,"R",596178,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",-9042330,"R",-6745236,"R",-2297094,"Z",0,"Z",0,"Z",0,"R",934464,"R",934464,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",944318,"R",944318,"R",0,"R",0,"R",109418559,"R",109682822,"R",-860441,"R",596178,"R",0,"R",2333438,"R",-2333438,"Z",0,"R",109418559,"R",112016260,"R",-3193879,"R",596178,"R",25760819,"R",19956806,"Z",0,"Z",0,"Z",0,"Z",0,"R",8850420,"R",5773103,"R",46138829,"R",15604887,"R",33719927,"R",11625032,"Z",0,"Z",0,"R",4937758,"Z",0,"Z",0,"Z",0,"Z",0,"R",390707,"R",283690,"R",119798460,"R",53243518,"R",11252060,"R",1484317,"R",4296658,"R",5308,"R",49516599, 1,"R",106021442,"R",96628759,"R",-9392683,"R",606178,"R",-8995580,"R",-993281,"R",-10000,"R",-7782200,"R",112016260,"R",-10379901,"R",204491008,"R",177636592,"R",22758,"R",119798460
